TITLE,AUTHOR,FILEPATHS,GENRE
Peter Pan,['James M. Barrie'],"['./CORPUS/Adventure/16.txt', './CORPUS/Fantasy/16.txt']","{'Adventure', 'Fantasy'}"
Valley of Dreams,['Stanley Grauman Weinbaum'],['./CORPUS/ScienceFiction/22301.txt'],{'Science Fiction'}
The Man Who Was Six,['F.L. Wallace'],['./CORPUS/ScienceFiction/51295.txt'],{'Science Fiction'}
The God in the Box,['Sewell Peaslee Wright'],['./CORPUS/ScienceFiction/28705.txt'],{'Science Fiction'}
Allan Quatermain,['H. Rider Haggard'],['./CORPUS/Adventure/711.txt'],{'Adventure'}
Robur the Conqueror,['Jules Verne'],['./CORPUS/Adventure/3808.txt'],{'Adventure'}
"Sentiment, Inc.",['Poul William Anderson'],['./CORPUS/ScienceFiction/37653.txt'],{'Science Fiction'}
Tarzan the Terrible,['Edgar Rice Burroughs'],"['./CORPUS/Adventure/2020.txt', './CORPUS/Fantasy/2020.txt']","{'Adventure', 'Fantasy'}"
Within an Inch of His Life,['Emile Gaboriau'],['./CORPUS/CrimeMystery/3336.txt'],{'Crime and Mystery'}
The Odyssey of Sam Meecham,['Charles E. Fritch'],['./CORPUS/ScienceFiction/29355.txt'],{'Science Fiction'}
Red Nails,['Robert E. Howard'],['./CORPUS/ScienceFiction/32759.txt'],{'Science Fiction'}
The Crystal Crypt,['Philip Kindred Dick'],['./CORPUS/ScienceFiction/28698.txt'],{'Science Fiction'}
The Defenders,['Philip K. Dick'],['./CORPUS/ScienceFiction/28767.txt'],{'Science Fiction'}
Islands of Space,['John W Campbell'],['./CORPUS/ScienceFiction/20988.txt'],{'Science Fiction'}
The Hunters,['William Morrison'],['./CORPUS/ScienceFiction/22524.txt'],{'Science Fiction'}
Turnover Point,['Alfred Coppel'],['./CORPUS/ScienceFiction/31287.txt'],{'Science Fiction'}
Prison of a Billion Years,['C.H. Thames'],['./CORPUS/ScienceFiction/32150.txt'],{'Science Fiction'}
Field Trip,['Gene Hunter'],['./CORPUS/ScienceFiction/30379.txt'],{'Science Fiction'}
The Log of a Cowboy,['Andy Adams'],['./CORPUS/Western/12797.txt'],{'Western'}
If You Was A Moklin,['Murray Leinster'],['./CORPUS/ScienceFiction/51752.txt'],{'Science Fiction'}
The Fantasy Fan April 1934,['Various'],['./CORPUS/ScienceFiction/49511.txt'],{'Science Fiction'}
The Spicy Sound of Success,['Jim Harmon'],['./CORPUS/ScienceFiction/51351.txt'],{'Science Fiction'}
The Finding of Haldgren,['Charles Willard Diffin'],['./CORPUS/ScienceFiction/29717.txt'],{'Science Fiction'}
The Swiss Family Robinson,['Jean Rudolph Wyss'],['./CORPUS/Adventure/34808.txt'],{'Adventure'}
Black Amazon of Mars,['Leigh Brackett'],['./CORPUS/ScienceFiction/32664.txt'],{'Science Fiction'}
The Lion of Petra,['Talbot Mundy'],['./CORPUS/Adventure/19307.txt'],{'Adventure'}
Three Men in a Boat,['Jerome K. Jerome'],['./CORPUS/Adventure/308.txt'],{'Adventure'}
Spacemen Never Die!,['Morris Hershman'],['./CORPUS/ScienceFiction/29947.txt'],{'Science Fiction'}
"A Connecticut Yankee in King Arthur's Court, Part 5.",['Mark Twain'],"['./CORPUS/ScienceFiction/7246.txt', './CORPUS/Fantasy/7246.txt']","{'Science Fiction', 'Fantasy'}"
Space Platform,['Murray Leinster'],"['./CORPUS/Adventure/25051.txt', './CORPUS/ScienceFiction/25051.txt']","{'Adventure', 'Science Fiction'}"
The Adventures of Huckleberry Finn,['Mark Twain'],['./CORPUS/Adventure/32325.txt'],{'Adventure'}
The Middle of Things,['J.S. Fletcher'],['./CORPUS/CrimeMystery/9902.txt'],{'Crime and Mystery'}
Looking Backward,['Edward Bellamy'],['./CORPUS/ScienceFiction/25439.txt'],{'Science Fiction'}
Houlihan's Equation,['Walt Sheldon'],['./CORPUS/ScienceFiction/29168.txt'],{'Science Fiction'}
Lion Loose,['James H. Schmitz'],['./CORPUS/ScienceFiction/30493.txt'],{'Science Fiction'}
The Gods of Pegana,['Lord Dunsany Edward J.M.D. Plunkett'],['./CORPUS/Fantasy/8395.txt'],{'Fantasy'}
Green Grew the Lasses,['Ruth Laura Wainwright'],['./CORPUS/ScienceFiction/50842.txt'],{'Science Fiction'}
Tom Swift and his Aerial Warship,['Victor Appleton'],['./CORPUS/Adventure/1281.txt'],{'Adventure'}
Other Worlds,['Garrett P. Serviss'],['./CORPUS/ScienceFiction/18431.txt'],{'Science Fiction'}
DP,['Arthur Dekker Savage'],['./CORPUS/ScienceFiction/30305.txt'],{'Science Fiction'}
Moral Equivalent,['Kris Neville'],['./CORPUS/ScienceFiction/51449.txt'],{'Science Fiction'}
"The Story of the Volsungs, (Volsunga Saga)",['Anonymous'],['./CORPUS/Fantasy/1152.txt'],{'Fantasy'}
Pollony Undiverted,['Sydney Van Scyoc'],['./CORPUS/ScienceFiction/51047.txt'],{'Science Fiction'}
Stop Look and Dig,['George O. Smith'],['./CORPUS/ScienceFiction/19963.txt'],{'Science Fiction'}
"Astounding Stories,  August, 1931",['Various'],['./CORPUS/ScienceFiction/33016.txt'],{'Science Fiction'}
Pygmalion's Spectacles,['Stanley Grauman Weinbaum'],['./CORPUS/ScienceFiction/22893.txt'],{'Science Fiction'}
The Innocence of Father Brown,['G.K. Chesterton'],['./CORPUS/CrimeMystery/204.txt'],{'Crime and Mystery'}
"Punch, or the London Charivari, Vol. 156, Apr 2, 1919",['Various'],['./CORPUS/Adventure/11617.txt'],{'Adventure'}
The Hollow Land,['William Morris'],['./CORPUS/Fantasy/15948.txt'],{'Fantasy'}
Has Anyone Here Seen Kelly?,['Bryce Walton'],['./CORPUS/ScienceFiction/30086.txt'],{'Science Fiction'}
Twenty Thousand Leagues under the Sea,['Jules Verne'],"['./CORPUS/Adventure/164.txt', './CORPUS/ScienceFiction/164.txt']","{'Adventure', 'Science Fiction'}"
Celtic Tales,['Louey Chisholm'],['./CORPUS/FairyTale/7488.txt'],{'Fairy Tale'}
Unhappy Far-Off Things,['Lord Dunsany'],['./CORPUS/Fantasy/13820.txt'],{'Fantasy'}
"The Fantasy Fan, March, 1934",['Various'],['./CORPUS/ScienceFiction/48866.txt'],{'Science Fiction'}
Small World,['William F. Nolan'],['./CORPUS/ScienceFiction/29308.txt'],{'Science Fiction'}
The World with a Thousand Moons,['Edmond Hamilton'],['./CORPUS/ScienceFiction/32317.txt'],{'Science Fiction'}
Big Stupe,['Charles V. De Vet'],['./CORPUS/ScienceFiction/32551.txt'],{'Science Fiction'}
The Red Dust,['Murray Leinster'],['./CORPUS/ScienceFiction/41586.txt'],{'Science Fiction'}
Divinity,['William Morrison'],['./CORPUS/ScienceFiction/22623.txt'],{'Science Fiction'}
The Eel,['Miriam Allen DeFord'],['./CORPUS/ScienceFiction/31981.txt'],{'Science Fiction'}
Bar-20 Days,['Clarence E. Mulford'],['./CORPUS/Western/4922.txt'],{'Western'}
Ham Sandwich,['James H. Schmitz'],['./CORPUS/ScienceFiction/30764.txt'],{'Science Fiction'}
The Black Moth,['Georgette Heyer'],['./CORPUS/Romance/38703.txt'],{'Romance'}
The Lost Continent,['Edgar Rice Burroughs'],['./CORPUS/ScienceFiction/149.txt'],{'Science Fiction'}
The Wonderful Wizard of Oz,['L. Frank Baum'],['./CORPUS/Fantasy/55.txt'],{'Fantasy'}
Badge of Infamy,['Lester del Rey'],['./CORPUS/ScienceFiction/19471.txt'],{'Science Fiction'}
Sjambak,['John Holbrook Vance'],['./CORPUS/ScienceFiction/30002.txt'],{'Science Fiction'}
The Barrier,['Rex Beach'],['./CORPUS/Western/4082.txt'],{'Western'}
The Small World of M-75,['Ed M. Clinton Jr.'],['./CORPUS/ScienceFiction/32079.txt'],{'Science Fiction'}
The Moon Pool,['A. Merritt'],['./CORPUS/ScienceFiction/765.txt'],{'Science Fiction'}
World in a Bottle,['Allen Kim Lang'],['./CORPUS/ScienceFiction/51824.txt'],{'Science Fiction'}
Thompson's Cat,['Robert Moore Williams'],['./CORPUS/ScienceFiction/31948.txt'],{'Science Fiction'}
Alice's Adventures in Wonderland,['Lewis Carroll'],['./CORPUS/Fantasy/11.txt'],{'Fantasy'}
Tom Swift and his Electric Locomotive,['Victor Appleton'],['./CORPUS/Adventure/1364.txt'],{'Adventure'}
Flight Through Tomorrow,['Stanton Arthur Coblentz'],['./CORPUS/ScienceFiction/28453.txt'],{'Science Fiction'}
The Syndic,['C.M. Kornbluth'],['./CORPUS/ScienceFiction/41714.txt'],{'Science Fiction'}
Whiskaboom,['Alan Arkin'],['./CORPUS/ScienceFiction/51132.txt'],{'Science Fiction'}
Never Come Midnight,['Christopher Grimm'],['./CORPUS/ScienceFiction/51834.txt'],{'Science Fiction'}
Citizen Jell,['Michael Shaara'],['./CORPUS/ScienceFiction/51342.txt'],{'Science Fiction'}
Pictures Don't Lie,['Katherine MacLean'],['./CORPUS/ScienceFiction/51193.txt'],{'Science Fiction'}
Tales of lonely trails,['Zane Grey'],['./CORPUS/Western/12225.txt'],{'Western'}
The King of the City,['Keith Laumer'],['./CORPUS/ScienceFiction/51781.txt'],{'Science Fiction'}
Don Rodriguez,"['Edward John Moreton Drax Plunkett', 'Baron', 'Dunsany']",['./CORPUS/Fantasy/4282.txt'],{'Fantasy'}
Trailin'!,['Max Brand'],['./CORPUS/Western/11093.txt'],{'Western'}
Gods of the North,['Robert E. Howard'],['./CORPUS/ScienceFiction/42664.txt'],{'Science Fiction'}
Poisoned Air,['Sterner St. Paul Meek'],['./CORPUS/ScienceFiction/29069.txt'],{'Science Fiction'}
A Prize for Edie,['Jesse Franklin Bone'],['./CORPUS/ScienceFiction/26332.txt'],{'Science Fiction'}
First on the Moon,['Jeff Sutton'],['./CORPUS/ScienceFiction/43235.txt'],{'Science Fiction'}
The Indian Fairy Book,['Cornelius Mathews'],['./CORPUS/FairyTale/22248.txt'],{'Fairy Tale'}
Viewpoint,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/23563.txt'],{'Science Fiction'}
Minor Detail,['John Michael Sharkey'],['./CORPUS/ScienceFiction/28156.txt'],{'Science Fiction'}
The Treasure of the Incas,['G.A. Henty'],['./CORPUS/Adventure/7070.txt'],{'Adventure'}
The Lady of the Shroud,['Bram Stoker'],['./CORPUS/Horror/3095.txt'],{'Horror'}
The Stolen Bacillus and Other Incidents,['H.G.  Wells'],['./CORPUS/ScienceFiction/12750.txt'],{'Science Fiction'}
Pipe of Peace,['James McKimmey'],['./CORPUS/ScienceFiction/30380.txt'],{'Science Fiction'}
The First One,['Herbert D. Kastle'],['./CORPUS/ScienceFiction/24192.txt'],{'Science Fiction'}
Triplanetary,['Edward Elmer Smith'],"['./CORPUS/Adventure/20782.txt', './CORPUS/ScienceFiction/20782.txt']","{'Adventure', 'Science Fiction'}"
The Virginian,['Owen Wister'],['./CORPUS/Western/1298.txt'],{'Western'}
Wailing Wall,['Roger Dee'],['./CORPUS/ScienceFiction/50940.txt'],{'Science Fiction'}
I'll Kill You Tomorrow,['Helen Huber'],['./CORPUS/ScienceFiction/30034.txt'],{'Science Fiction'}
Michael Strogoff,['Jules Verne'],['./CORPUS/Adventure/1842.txt'],{'Adventure'}
Backlash,['Winston Marks'],['./CORPUS/ScienceFiction/32828.txt'],{'Science Fiction'}
The Night Land,['William Hope Hodgson'],"['./CORPUS/ScienceFiction/10662.txt', './CORPUS/Horror/10662.txt', './CORPUS/Fantasy/10662.txt']","{'Science Fiction', 'Horror', 'Fantasy'}"
Dawningsburgh,['Wallace West'],['./CORPUS/ScienceFiction/51663.txt'],{'Science Fiction'}
The Jimmyjohn Boss and Other Stories,['Owen Wister'],['./CORPUS/Western/1390.txt'],{'Western'}
Sorry: Wrong Dimension,['Ross Rocklynne'],['./CORPUS/ScienceFiction/29620.txt'],{'Science Fiction'}
People Soup,['Alan Arkin'],['./CORPUS/ScienceFiction/51397.txt'],{'Science Fiction'}
Erewhon,['Samuel Butler'],['./CORPUS/ScienceFiction/1906.txt'],{'Science Fiction'}
Greener Than You Think,['Ward Moore'],['./CORPUS/ScienceFiction/24246.txt'],{'Science Fiction'}
The King's Own,['Captain Frederick Marryat'],['./CORPUS/Adventure/21550.txt'],{'Adventure'}
"Futuria Fantasia, Spring 1940",['Various'],['./CORPUS/ScienceFiction/41651.txt'],{'Science Fiction'}
The Return of Dr. Fu-Manchu,['Sax Rohmer'],"['./CORPUS/Adventure/1183.txt', './CORPUS/CrimeMystery/1183.txt']","{'Adventure', 'Crime and Mystery'}"
Astounding Stories of Super-Science September 1930,['Various'],['./CORPUS/ScienceFiction/29255.txt'],{'Science Fiction'}
The Revolt on Venus,['Carey Rockwell'],['./CORPUS/ScienceFiction/19027.txt'],{'Science Fiction'}
Of All Possible Worlds,['William Tenn'],['./CORPUS/ScienceFiction/50948.txt'],{'Science Fiction'}
The Clue of the Twisted Candle,['Edgar Wallace'],['./CORPUS/CrimeMystery/2688.txt'],{'Crime and Mystery'}
"Pamela, or Virtue Rewarded",['Samuel Richardson'],['./CORPUS/Romance/6124.txt'],{'Romance'}
A Woman's Place,['Mark Irvin Clifton'],['./CORPUS/ScienceFiction/32833.txt'],{'Science Fiction'}
Project Mastodon,['Clifford Donald Simak'],['./CORPUS/ScienceFiction/22216.txt'],{'Science Fiction'}
"A Connecticut Yankee in King Arthur's Court, Complete",['Mark Twain'],"['./CORPUS/ScienceFiction/86.txt', './CORPUS/Fantasy/86.txt']","{'Science Fiction', 'Fantasy'}"
The Shrieking Pit,['Arthur J. Rees'],['./CORPUS/CrimeMystery/20494.txt'],{'Crime and Mystery'}
The Last of the Plainsmen,['Zane Grey'],['./CORPUS/Western/2057.txt'],{'Western'}
Circus,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/22875.txt'],{'Science Fiction'}
A World by the Tale,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/30816.txt'],{'Science Fiction'}
The Blue Tower,['Evelyn E. Smith'],['./CORPUS/ScienceFiction/23104.txt'],{'Science Fiction'}
Five Thousand Miles Underground,['Roy Rockwood'],['./CORPUS/ScienceFiction/4994.txt'],{'Science Fiction'}
Half past Alligator,['Donald Colvin'],['./CORPUS/ScienceFiction/50889.txt'],{'Science Fiction'}
The Adventure of the Red Circle,['Arthur Conan Doyle'],['./CORPUS/CrimeMystery/2345.txt'],{'Crime and Mystery'}
The Planet Mappers,['E. Everett Evans'],['./CORPUS/ScienceFiction/50682.txt'],{'Science Fiction'}
The Solar Magnet,['Sterner St. Paul Meek'],['./CORPUS/ScienceFiction/29401.txt'],{'Science Fiction'}
The Circular Study,['Anna Katharine Green'],['./CORPUS/CrimeMystery/18761.txt'],{'Crime and Mystery'}
The People of the Black Circle,['Robert E. Howard'],['./CORPUS/ScienceFiction/42259.txt'],{'Science Fiction'}
The Gun,['Philip K. Dick'],['./CORPUS/ScienceFiction/29132.txt'],{'Science Fiction'}
Not a Creature Was Stirring,['Dean Evans'],['./CORPUS/ScienceFiction/51396.txt'],{'Science Fiction'}
The Golden Road,['Lucy Maud Montgomery'],['./CORPUS/Adventure/316.txt'],{'Adventure'}
Psichopath,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/30304.txt'],{'Science Fiction'}
The Girls From Earth,['Frank M. Robinson'],['./CORPUS/ScienceFiction/51268.txt'],{'Science Fiction'}
The Seed of the Toc-Toc Birds,['Francis Flagg'],['./CORPUS/ScienceFiction/23831.txt'],{'Science Fiction'}
Navy Day,['Harry Harrison'],['./CORPUS/ScienceFiction/30019.txt'],{'Science Fiction'}
Little Fuzzy,['Henry Beam Piper'],['./CORPUS/ScienceFiction/18137.txt'],{'Science Fiction'}
The Tin Woodman of Oz,['L. Frank Baum'],['./CORPUS/Fantasy/960.txt'],{'Fantasy'}
Caves of Terror,['Talbot Mundy'],['./CORPUS/Adventure/18970.txt'],{'Adventure'}
Second Sight,['Basil Eugene Wells'],['./CORPUS/ScienceFiction/29832.txt'],{'Science Fiction'}
Montezuma's Daughter,['H. Rider Haggard'],['./CORPUS/Adventure/1848.txt'],{'Adventure'}
Master of Life and Death,['Robert Silverberg'],['./CORPUS/ScienceFiction/50441.txt'],{'Science Fiction'}
Treasure Island,['Robert Louis Stevenson'],['./CORPUS/Adventure/120.txt'],{'Adventure'}
The Blockade Runners,['Jules Verne'],['./CORPUS/Adventure/8992.txt'],{'Adventure'}
"The Long, Silvery Day",['Magnus Ludens'],['./CORPUS/ScienceFiction/51550.txt'],{'Science Fiction'}
The Street That Wasn't There,['Clifford Donald Simak'],['./CORPUS/ScienceFiction/22218.txt'],{'Science Fiction'}
A Trip to Venus,['John Munro'],['./CORPUS/ScienceFiction/13716.txt'],{'Science Fiction'}
The Waker Dreams,['Richard Matheson'],['./CORPUS/ScienceFiction/51076.txt'],{'Science Fiction'}
Brightside Crossing,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/49165.txt'],{'Science Fiction'}
New Lamps,['Robert Moore Williams'],['./CORPUS/ScienceFiction/52009.txt'],{'Science Fiction'}
A Witch Shall Be Born,['Robert E. Howard'],['./CORPUS/ScienceFiction/42227.txt'],{'Science Fiction'}
Exile,['Horace Brown Fyfe'],['./CORPUS/ScienceFiction/22346.txt'],{'Science Fiction'}
In the Year 2889,"['Jules Verne', 'Michel Verne']",['./CORPUS/ScienceFiction/19362.txt'],{'Science Fiction'}
The Tunnel Under The World,['Frederik Pohl'],['./CORPUS/ScienceFiction/31979.txt'],{'Science Fiction'}
The Enchanted Castle,['E. Nesbit'],['./CORPUS/Fantasy/34219.txt'],{'Fantasy'}
The Mysterious Rider,['Zane Grey'],['./CORPUS/Western/13937.txt'],{'Western'}
Blessed Are the Meek,['G.C. Edmondson'],['./CORPUS/ScienceFiction/23762.txt'],{'Science Fiction'}
"Oh, Rats!",['Miriam Allen deFord'],['./CORPUS/ScienceFiction/51751.txt'],{'Science Fiction'}
Prelude to Space,['Robert W. Haseltine'],['./CORPUS/ScienceFiction/30381.txt'],{'Science Fiction'}
The Men in the Walls,['William Tenn'],['./CORPUS/ScienceFiction/51122.txt'],{'Science Fiction'}
Mr. Standfast,['John Buchan'],['./CORPUS/Adventure/560.txt'],{'Adventure'}
The Mind Digger,['Winston Marks'],['./CORPUS/ScienceFiction/32353.txt'],{'Science Fiction'}
"Reed Anthony, Cowman",['Andy Adams'],['./CORPUS/Western/12884.txt'],{'Western'}
A Texas Matchmaker,['Andy Adams'],['./CORPUS/Western/12919.txt'],{'Western'}
Garth and the Visitor,['L.J. Stecher'],['./CORPUS/ScienceFiction/31956.txt'],{'Science Fiction'}
Warlord of Mars,['Edgar Rice Burroughs'],['./CORPUS/ScienceFiction/68.txt'],{'Science Fiction'}
The Mysteries of Udolpho,['Ann Radcliffe'],"['./CORPUS/CrimeMystery/3268.txt', './CORPUS/Romance/3268.txt']","{'Crime and Mystery', 'Romance'}"
Pastoral Affair,['Charles A. Stearns'],['./CORPUS/ScienceFiction/32303.txt'],{'Science Fiction'}
The Young Forester,['Zane Grey'],['./CORPUS/Western/1882.txt'],{'Western'}
Pet Farm,['Roger Dee'],['./CORPUS/ScienceFiction/32344.txt'],{'Science Fiction'}
The Talkative Tree,['Horace Brown Fyfe'],['./CORPUS/ScienceFiction/23767.txt'],{'Science Fiction'}
Watchbird,['Robert Sheckley'],['./CORPUS/ScienceFiction/29579.txt'],{'Science Fiction'}
Rinkitink in Oz,['L. Frank Baum'],['./CORPUS/Fantasy/958.txt'],{'Fantasy'}
Old-Fashioned Fairy Tales,['Juliana Horatia Gatty Ewing'],['./CORPUS/FairyTale/15592.txt'],{'Fairy Tale'}
The Jewel Merchants,['James Branch Cabell'],['./CORPUS/Fantasy/9829.txt'],{'Fantasy'}
My Friend Bobby,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/22881.txt'],{'Science Fiction'}
The Ideal,['Stanley Grauman Weinbaum'],['./CORPUS/ScienceFiction/22897.txt'],{'Science Fiction'}
A Man Obsessed,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/49531.txt'],{'Science Fiction'}
The Holes Around Mars,['Jerome Bixby'],['./CORPUS/ScienceFiction/32360.txt'],{'Science Fiction'}
Song in a Minor Key,['Catherine Lucille Moore'],['./CORPUS/ScienceFiction/28550.txt'],{'Science Fiction'}
The Leech,['Phillips Barbee'],['./CORPUS/ScienceFiction/29525.txt'],{'Science Fiction'}
Manners of the Age,['Horace Brown Fyfe'],['./CORPUS/ScienceFiction/32764.txt'],{'Science Fiction'}
The Curse of Carne's Hold,['G.A. Henty'],['./CORPUS/Adventure/39374.txt'],{'Adventure'}
Death's Wisher,['Jim Wannamaker'],['./CORPUS/ScienceFiction/51767.txt'],{'Science Fiction'}
The Quantum Jump,['Robert Wicks'],['./CORPUS/ScienceFiction/24418.txt'],{'Science Fiction'}
The Protector,['Betsy Curtis'],['./CORPUS/ScienceFiction/51028.txt'],{'Science Fiction'}
Supermind,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/22342.txt'],{'Science Fiction'}
The Spy in the Elevator,['Donald E. Westlake'],['./CORPUS/ScienceFiction/51687.txt'],{'Science Fiction'}
Lost on the Moon,['Roy Rockwood'],['./CORPUS/ScienceFiction/7473.txt'],{'Science Fiction'}
Diagnosis,['R.A. Palmer'],['./CORPUS/ScienceFiction/49762.txt'],{'Science Fiction'}
Security,['Poul William Anderson'],['./CORPUS/ScienceFiction/22239.txt'],{'Science Fiction'}
Brink of Madness,['Walter J. Sheldon'],['./CORPUS/ScienceFiction/32339.txt'],{'Science Fiction'}
The Hammer of Thor,['Charles Willard Diffin'],['./CORPUS/ScienceFiction/29202.txt'],{'Science Fiction'}
Highways in Hiding,['George Oliver Smith'],['./CORPUS/ScienceFiction/20519.txt'],{'Science Fiction'}
The Cool War,['Andrew Fetler'],['./CORPUS/ScienceFiction/51256.txt'],{'Science Fiction'}
The Devil in Iron,['Robert E. Howard'],['./CORPUS/ScienceFiction/42209.txt'],{'Science Fiction'}
The Gifts of Asti,['Andre Alice Norton'],['./CORPUS/ScienceFiction/19029.txt'],{'Science Fiction'}
The Hand Of Fu-Manchu,['Sax Rohmer'],"['./CORPUS/Adventure/17959.txt', './CORPUS/CrimeMystery/17959.txt']","{'Adventure', 'Crime and Mystery'}"
The Sweeper of Loray,"[""Finn O'Donnevan""]",['./CORPUS/ScienceFiction/51545.txt'],{'Science Fiction'}
Poppa Needs Shorts,['Leigh Richmond'],['./CORPUS/ScienceFiction/29789.txt'],{'Science Fiction'}
Spawn of the Comet,['Harold Thompson Rich'],['./CORPUS/ScienceFiction/29027.txt'],{'Science Fiction'}
The White Feather Hex,['Don Peterson'],['./CORPUS/ScienceFiction/23308.txt'],{'Science Fiction'}
Man in a Quandary,['L.J. Stecher'],['./CORPUS/ScienceFiction/51421.txt'],{'Science Fiction'}
The Ultimate Weapon,['John Wood Campbell'],['./CORPUS/ScienceFiction/23790.txt'],{'Science Fiction'}
The Emancipatrix,['Homer Eon Flint'],['./CORPUS/ScienceFiction/5699.txt'],{'Science Fiction'}
The Yillian Way,['John Keith Laumer'],['./CORPUS/ScienceFiction/21782.txt'],{'Science Fiction'}
Voodoo Planet,['Andre Norton'],['./CORPUS/ScienceFiction/18846.txt'],{'Science Fiction'}
